Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
912,SC20,RL,70.0,9286,Pave,1,IR1,Lvl,AllPub,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,2,1,0,0,196,6,0,1072,1268,GasA,4,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,2,5,Typ,0,3,Detchd,1978.0,3,1,252,5,5,2,173,0,0,0,0,0,3,4,None,0,Oct,2009,WD,Normal,143500
913,SC30,RM,51.0,6120,Pave,1,Reg,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,5,489,6,0,279,768,GasA,4,N,SBrkr,1015,0,0,1015,0,0,1,0,3,1,3,6,Min1,0,3,Detchd,1925.0,3,1,450,5,5,2,0,0,112,0,120,0,3,2,Shed,620,Jul,2006,WD,Abnorml,88000
914,SC90,RH,82.0,6270,Pave,1,Reg,HLS,AllPub,Inside,0,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,1,284,6,0,717,1001,GasA,4,N,FuseA,1001,1001,0,2002,0,0,2,0,4,2,3,8,Typ,0,3,2Types,1949.0,3,3,871,5,5,2,0,0,0,0,0,0,3,4,None,0,Aug,2007,WD,Normal,145000
915,SC160,FV,30.0,3000,Pave,2,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,2,4,PConc,2,4,0,2,294,6,0,318,612,GasA,0,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,2,4,Typ,0,3,Detchd,2009.0,2,2,528,5,5,2,0,234,0,0,0,0,3,4,None,0,Jun,2009,New,Partial,173733
916,SC160,RM,21.0,2001,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,4,CBlock,4,4,3,6,0,6,0,546,546,GasA,1,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,3,Attchd,1970.0,3,1,286,5,5,2,0,0,0,0,0,0,3,4,None,0,Jan,2007,WD,Normal,75000
917,SC20,C (all),50.0,9000,Pave,1,Reg,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,CBlock,4,4,0,1,50,6,0,430,480,GasA,4,N,FuseA,480,0,0,480,1,0,0,0,1,1,3,4,Typ,0,3,Detchd,1958.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,None,0,Oct,2006,WD,Abnorml,35311
918,SC20,RL,65.5,17140,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,1059,6,0,75,1134,GasA,0,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1956.0,2,1,284,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2009,WD,Normal,135000
919,SC60,RL,103.0,13125,Pave,1,IR1,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,0,4,2,1,48,2,634,422,1104,GasA,0,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,2,8,Typ,1,5,Attchd,1991.0,2,3,833,5,5,2,72,192,224,0,0,0,3,0,None,0,Nov,2007,WD,Normal,238000
920,SC20,RL,87.0,11029,Pave,1,IR1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,0,4,CBlock,2,4,3,0,528,1,411,245,1184,GasA,0,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,3,6,Min1,1,5,Attchd,1990.0,3,2,601,5,5,2,0,51,0,0,190,0,3,4,None,0,May,2008,WD,Normal,176500
921,SC60,RL,70.0,8462,Pave,1,IR1,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,2,2,PConc,2,1,3,2,814,6,0,114,928,GasA,0,Y,SBrkr,936,785,0,1721,0,1,2,1,3,1,2,7,Typ,0,3,Attchd,1994.0,2,2,471,5,5,2,300,87,0,0,0,0,3,4,None,0,Jul,2007,WD,Normal,201000
922,SC90,RL,67.0,8777,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,0,1084,6,0,188,1272,GasA,2,Y,SBrkr,1272,928,0,2200,2,0,2,2,4,2,3,9,Typ,0,3,None,1900.0,1,0,0,3,3,0,0,70,0,0,0,0,3,0,None,0,Sep,2008,WD,Normal,145900
923,SC20,RL,65.0,10237,Pave,1,Reg,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,28,6,0,1288,1316,GasA,0,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2005.0,0,2,397,5,5,2,100,0,0,23,0,0,3,4,None,0,Oct,2006,New,Partial,169990
924,SC120,RL,50.0,8012,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,2,4,PConc,2,4,3,3,165,2,841,598,1604,GasA,0,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,2,5,Typ,1,1,Attchd,1993.0,2,2,533,5,5,2,0,69,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,193000
925,SC20,RL,79.0,10240,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,2,CBlock,2,4,3,1,625,3,1061,0,1686,GasA,4,Y,SBrkr,1686,0,0,1686,1,0,2,0,3,1,3,7,Typ,1,5,Attchd,1980.0,3,2,612,5,5,2,384,131,0,0,0,0,3,4,None,0,May,2006,WD,Normal,207500
926,SC20,RL,80.0,15611,Pave,1,IR1,Lvl,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,0,0,767,3,93,266,1126,GasA,4,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,0,6,Typ,0,3,Attchd,1977.0,2,2,540,5,5,2,180,0,0,0,0,0,3,4,None,0,Mar,2008,WD,Abnorml,175000
927,SC60,RL,93.0,11999,Pave,1,Reg,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,2,4,PConc,2,4,3,6,0,6,0,1181,1181,GasA,0,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,0,10,Typ,1,2,BuiltIn,2003.0,0,3,656,5,5,2,104,100,0,0,0,0,3,4,None,0,May,2007,WD,Normal,285000
928,SC60,RL,80.0,9900,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,4,CBlock,4,4,3,1,552,6,0,280,832,GasA,2,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,3,9,Typ,1,2,Attchd,1968.0,2,2,486,5,5,2,0,43,0,0,0,0,3,0,None,0,Apr,2008,WD,Normal,176000
929,SC20,RL,70.0,11838,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,1753,1753,GasA,0,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,0,7,Typ,1,5,Attchd,2001.0,2,2,522,5,5,2,202,151,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,236500
930,SC60,RL,65.0,13006,Pave,1,IR1,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,4,PConc,2,4,3,6,0,6,0,964,964,GasA,2,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,2,8,Typ,1,5,BuiltIn,1997.0,0,2,642,5,5,2,0,0,0,0,0,0,3,4,None,0,Nov,2006,WD,Normal,222000
931,SC20,RL,73.0,8925,Pave,1,IR1,HLS,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,16,6,0,1450,1466,GasA,0,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,2,7,Typ,0,3,Attchd,2007.0,0,3,610,5,5,2,100,18,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,201000
932,SC20,RL,70.0,9100,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,1,338,5,466,121,925,GasA,0,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,3,5,Typ,0,3,Detchd,1965.0,3,1,429,5,5,2,0,0,0,0,0,0,3,1,None,0,Jul,2009,WD,Normal,117500
933,SC20,RL,84.0,11670,Pave,1,IR1,Lvl,AllPub,Corner,0,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,0,4,PConc,0,1,3,6,0,6,0,1905,1905,GasA,0,Y,SBrkr,1905,0,0,1905,0,0,2,0,3,1,0,8,Typ,1,2,Attchd,2006.0,0,3,788,5,5,2,0,191,0,0,0,0,3,4,None,0,Mar,2007,WD,Normal,320000
934,SC20,RL,63.0,8487,Pave,1,Reg,Lvl,AllPub,FR2,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,4,PConc,2,4,0,2,20,6,0,1480,1500,GasA,0,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,2,6,Typ,0,3,Attchd,2004.0,2,2,570,5,5,2,192,36,0,0,0,0,3,4,None,0,Aug,2009,WD,Normal,190000
935,SC20,RL,313.0,27650,Pave,1,IR2,HLS,AllPub,Inside,1,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,2,4,1,2,425,6,0,160,585,GasA,0,Y,SBrkr,2069,0,0,2069,1,0,2,0,4,1,2,9,Typ,1,2,Attchd,1960.0,2,2,505,5,5,2,0,0,0,0,0,0,3,4,None,0,Nov,2008,WD,Normal,242000
936,SC30,RL,52.0,5825,Pave,1,IR1,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,2,PConc,1,4,2,6,0,6,0,600,600,GasA,2,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,3,5,Typ,0,3,Detchd,1953.0,3,2,528,5,5,2,0,0,32,0,0,0,3,4,None,0,Jun,2006,WD,Normal,79900
937,SC20,RL,67.0,10083,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,833,6,0,343,1176,GasA,0,Y,SBrkr,1200,0,0,1200,1,0,2,0,2,1,2,5,Typ,0,3,Attchd,2003.0,2,2,555,5,5,2,0,41,0,0,0,0,3,4,None,0,Aug,2009,WD,Normal,184900
938,SC60,RL,75.0,9675,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,2,2,341,6,0,772,1113,GasA,0,Y,SBrkr,1113,858,0,1971,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2005.0,2,2,689,5,5,2,0,48,0,0,0,0,3,4,None,0,Feb,2009,WD,Normal,253000
939,SC60,RL,73.0,8760,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,1,2,2,464,6,0,927,1391,GasA,0,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,2,7,Typ,0,3,Attchd,2006.0,2,3,868,5,5,2,0,90,0,0,0,0,3,4,None,0,Aug,2006,New,Partial,239799
940,SC70,RL,80.0,24090,Pave,1,Reg,Lvl,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,2,6,0,6,0,1032,1032,GasA,0,Y,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,3,10,Typ,2,5,Attchd,1940.0,3,1,349,5,5,2,56,0,318,0,0,0,3,4,None,0,Jun,2010,COD,Normal,244400
941,SC90,RL,55.0,12640,Pave,1,IR1,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,1,5,936,3,396,396,1728,GasA,4,Y,SBrkr,1728,0,0,1728,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1976.0,3,2,574,5,5,2,40,0,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,150900
942,SC60,RL,65.0,8755,Pave,1,IR1,Lvl,AllPub,FR2,0,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,2,4,PConc,2,4,3,0,772,6,0,220,992,GasA,0,Y,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,2,8,Typ,1,5,BuiltIn,1999.0,2,2,390,5,5,2,0,0,0,168,0,0,3,0,None,0,Jun,2009,WD,Normal,214000
943,SC90,RL,42.0,7711,Pave,1,IR1,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,4,1,2,1440,6,0,0,1440,GasA,4,Y,SBrkr,1440,0,0,1440,2,0,2,0,4,2,3,8,Typ,0,3,None,1977.0,1,0,0,3,3,0,321,0,0,0,0,0,3,4,None,0,Aug,2007,Oth,Abnorml,150000
944,SC90,RL,100.0,25000,Pave,1,Reg,Low,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,0,6,0,6,0,1632,1632,GasA,4,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1967.0,3,2,576,5,5,1,0,0,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,143000
945,SC20,RL,85.0,14375,Pave,1,IR1,Lvl,NoSeWa,CulDSac,0,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,4,CBlock,4,4,3,2,111,5,354,354,819,GasA,2,Y,FuseA,1344,0,0,1344,0,1,1,0,3,1,2,7,Typ,1,2,Basment,1958.0,2,2,525,5,5,2,0,118,0,0,233,0,3,4,None,0,Jan,2009,COD,Abnorml,137500
946,SC50,RM,98.0,8820,Pave,1,Reg,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,4,4,3,3,1088,6,0,0,1088,GasA,4,Y,SBrkr,1188,561,120,1869,0,0,1,0,2,1,3,7,Typ,0,3,Detchd,1963.0,3,2,456,5,5,2,48,0,244,0,0,0,3,3,None,0,Sep,2009,WD,Normal,124900
947,SC80,RL,70.0,8163,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,2,CBlock,4,4,0,0,748,1,294,102,1144,GasA,4,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,5,Attchd,1959.0,2,1,796,5,5,2,86,0,0,0,0,0,3,4,None,0,Mar,2006,WD,Normal,143000
948,SC20,RL,85.0,14536,Pave,1,Reg,Lvl,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,2,4,PConc,2,4,0,2,1300,6,0,316,1616,GasA,0,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,2,9,Typ,1,2,Attchd,2002.0,0,3,808,5,5,2,0,252,0,0,0,0,3,4,None,0,Nov,2007,WD,Normal,270000
949,SC60,RL,65.0,14006,Pave,1,IR1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,2,4,PConc,2,4,4,6,0,6,0,936,936,GasA,0,Y,SBrkr,936,840,0,1776,0,0,2,1,3,1,2,7,Typ,1,5,Attchd,2002.0,2,2,474,5,5,2,144,96,0,0,0,0,3,4,None,0,Feb,2006,WD,Normal,192500
950,SC20,RL,78.0,9360,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,0,982,6,0,179,1161,GasA,4,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,2,5,Typ,1,5,Attchd,1972.0,2,2,676,5,5,2,0,0,0,0,0,0,3,4,None,0,Mar,2010,WD,Normal,197500
951,SC20,RL,60.0,7200,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,398,1,149,317,864,GasA,2,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,2,5,Typ,0,3,Detchd,1980.0,2,2,720,5,5,2,194,0,0,0,0,0,3,4,None,0,Jul,2007,WD,Normal,129000
952,SC20,RH,60.0,7800,Pave,1,Reg,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,1,641,6,0,187,828,GasA,2,Y,SBrkr,965,0,0,965,1,0,1,0,3,1,3,6,Typ,0,3,Detchd,1979.0,3,1,300,5,5,2,421,0,0,0,0,0,3,2,None,0,Jul,2006,WD,Abnorml,119900
953,SC85,RL,60.0,7200,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,3,2,CBlock,2,4,0,2,660,6,0,108,768,GasA,2,Y,SBrkr,768,0,0,768,0,1,1,0,2,1,3,5,Typ,0,3,Detchd,1974.0,0,1,396,5,5,2,192,0,0,0,0,0,3,2,None,0,Apr,2009,WD,Normal,133900
954,SC60,RL,73.0,11075,Pave,1,IR1,Lvl,AllPub,Inside,1,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,4,CBlock,4,4,0,0,562,3,193,29,784,GasA,0,Y,SBrkr,1168,800,0,1968,0,1,2,1,4,1,3,7,Min2,1,4,Attchd,1969.0,2,2,530,5,5,2,305,189,0,0,0,0,3,2,Shed,400,Sep,2008,WD,Normal,172000
955,SC90,RL,35.0,9400,Pave,1,IR1,Lvl,AllPub,CulDSac,0,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,4,CBlock,2,1,1,2,945,6,0,0,945,GasA,4,Y,SBrkr,980,0,0,980,0,2,2,0,4,0,3,4,Typ,0,3,None,1975.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,None,0,Oct,2006,WD,AdjLand,127500
956,SC90,RH,82.0,7136,Pave,1,IR1,HLS,AllPub,Inside,0,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,3,4,CBlock,2,4,3,5,484,6,0,495,979,GasA,4,N,FuseF,979,979,0,1958,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1946.0,3,2,492,5,5,2,0,0,0,0,0,0,3,4,None,0,Aug,2007,WD,Normal,145000
957,SC160,RM,24.0,1300,Pave,1,Reg,Lvl,AllPub,Inside,0,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,4,3,0,285,6,0,276,561,GasA,4,Y,SBrkr,561,668,0,1229,0,0,1,1,2,1,3,5,Typ,1,5,Attchd,1980.0,0,2,462,5,5,2,150,0,0,0,0,0,3,0,None,0,May,2009,WD,Normal,124000
958,SC20,RL,70.0,7420,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,417,6,0,640,1057,GasA,4,Y,SBrkr,1057,0,0,1057,0,0,1,0,3,1,3,6,Typ,0,3,Detchd,1977.0,0,2,576,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2007,WD,Normal,132000
959,SC20,RL,65.0,8450,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,2,2,699,6,0,638,1337,GasA,0,Y,SBrkr,1337,0,0,1337,1,0,2,0,3,1,2,6,Typ,0,3,Attchd,2003.0,2,2,531,5,5,2,0,39,0,0,0,0,3,4,None,0,Oct,2007,WD,Normal,185000
960,SC160,FV,24.0,2572,Pave,1,Reg,Lvl,AllPub,FR2,0,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,0,604,6,0,92,696,GasA,0,Y,SBrkr,696,720,0,1416,1,0,2,1,3,1,2,6,Typ,0,3,Detchd,1999.0,3,2,484,5,5,2,0,44,0,0,0,0,3,4,None,0,May,2010,WD,Normal,155000
961,SC20,RL,50.0,7207,Pave,1,IR1,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,2,CBlock,4,4,1,1,696,6,0,162,858,GasA,2,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,3,4,Typ,0,3,None,1958.0,1,0,0,3,3,2,117,0,0,0,0,0,3,4,None,0,Feb,2010,WD,Normal,116500
962,SC60,RL,80.0,12227,Pave,1,IR1,Lvl,AllPub,Corner,0,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,3,2,CBlock,2,1,3,0,896,6,0,434,1330,GasA,4,Y,SBrkr,1542,1330,0,2872,1,0,2,1,4,1,3,11,Typ,1,5,Attchd,1977.0,0,2,619,5,5,2,550,282,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,272000
963,SC160,RL,24.0,2308,Pave,1,Reg,Lvl,AllPub,Corner,0,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,4,CBlock,2,4,3,0,556,6,0,248,804,GasA,4,Y,SBrkr,804,744,0,1548,1,0,2,1,3,1,2,7,Typ,1,5,Detchd,1976.0,3,2,440,5,5,2,48,0,0,0,0,0,3,4,None,0,Jul,2007,WD,Normal,155000
964,SC20,RL,122.0,11923,Pave,1,IR1,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,4,3,6,0,6,0,1800,1800,GasA,0,Y,SBrkr,1800,0,0,1800,0,0,2,0,2,1,0,7,Typ,0,3,Attchd,2007.0,0,2,702,5,5,2,288,136,0,0,0,0,3,4,None,0,May,2009,WD,Normal,239000
965,SC60,RL,80.0,11316,Pave,1,Reg,Lvl,AllPub,Corner,0,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,2,4,PConc,2,4,3,2,624,6,0,193,817,GasA,0,Y,SBrkr,824,1070,0,1894,1,0,2,1,4,1,2,8,Typ,1,2,BuiltIn,2002.0,0,2,510,5,5,2,0,40,0,0,0,0,3,4,None,0,Feb,2010,WD,Normal,214900
966,SC60,RL,65.0,10237,Pave,1,Reg,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,783,783,GasA,0,Y,SBrkr,783,701,0,1484,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2005.0,0,2,393,5,5,2,0,72,0,0,0,0,3,4,None,0,Jul,2007,New,Partial,178900
967,SC50,RL,130.0,9600,Pave,1,IR1,HLS,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,0,3,5,428,6,0,300,728,GasA,0,Y,SBrkr,976,332,0,1308,1,0,1,1,2,1,3,7,Min2,2,5,Detchd,1940.0,3,1,256,5,5,2,0,70,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,160000
