Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition
2234,SC20,11202,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,206.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1440,0,0,1440,2,0,3,1,7,1,Y,185,95,0,0,0,0,0,Jun,2008,Normal
2235,SC20,7915,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1675,0,0,1675,2,0,3,1,6,0,Y,165,52,0,0,0,0,0,Dec,2008,Normal
2236,SC20,11449,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1728,0,0,1728,2,0,3,1,7,1,Y,0,276,0,0,0,0,0,Jan,2008,Normal
2237,SC20,11447,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,674.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1964,0,0,1964,2,1,3,1,7,1,Y,0,265,0,0,0,0,0,Jun,2008,Normal
2238,SC90,8940,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,200.0,TA,Gd,PConc,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,2,8,0,Y,0,0,0,0,0,0,0,Nov,2008,Alloca
2239,SC20,9278,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1092,0,0,1092,1,0,2,1,5,0,Y,0,52,0,0,0,0,0,Feb,2008,Abnorml
2240,SC120,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,197.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1189,0,0,1189,2,0,2,1,4,0,Y,0,122,0,0,0,0,0,Apr,2008,Normal
2241,SC85,14137,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,98.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0,3,1,6,0,Y,0,119,0,0,171,0,0,Nov,2008,Normal
2242,SC120,4224,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,3,1,6,0,Y,0,100,0,0,0,0,0,Jun,2008,Normal
2243,SC160,2665,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,Y,SBrkr,925,550,0,1475,2,0,4,1,6,1,Y,92,26,0,0,0,0,0,May,2008,Normal
2244,SC180,1974,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,526,462,0,988,1,0,2,1,5,0,Y,120,101,0,0,0,0,0,Jun,2008,Normal
2245,SC180,1596,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,1,4,1,Y,0,101,0,120,0,0,0,Jul,2008,Normal
2246,SC20,17979,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,1160,0,0,1160,1,0,3,1,6,0,Y,81,0,0,0,0,0,500,Feb,2008,Normal
2247,SC160,1477,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,546,546,0,1092,2,1,3,1,6,0,Y,187,0,0,0,0,0,0,Mar,2008,Normal
2248,SC20,6490,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,2,1,4,0,Y,315,0,0,0,0,0,0,Apr,2008,Normal
2249,SC20,6600,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,845,0,0,845,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,Jul,2008,Normal
2250,SC20,12395,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,889,0,0,889,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,Apr,2008,Normal
2251,SC70,56600,Pave,IR1,Low,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,1150,686,0,1836,2,0,4,1,7,0,N,0,0,0,0,0,0,0,Jan,2008,Normal
2252,SC20,10667,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,302.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1587,0,0,1587,2,0,3,1,7,1,Y,0,44,0,0,0,0,0,Mar,2007,Normal
2253,SC80,8872,Pave,IR1,HLS,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,754,630,0,1384,2,1,3,1,7,1,Y,0,0,0,0,0,0,0,Mar,2007,Normal
2254,SC80,10147,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,32.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,924,770,0,1694,2,1,3,1,7,1,Y,256,64,0,0,0,0,0,Mar,2007,Normal
2255,SC60,8637,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,947,767,0,1714,2,1,3,1,7,1,Y,256,48,0,0,0,0,0,Apr,2007,Abnorml
2256,SC60,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Gd,Y,SBrkr,691,862,0,1553,2,1,3,1,6,0,Y,0,44,0,0,0,0,0,Aug,2007,Normal
2257,SC60,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,957,1342,0,2299,3,1,5,1,7,1,Y,188,30,0,0,0,0,0,Aug,2007,Normal
2258,SC20,9556,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,52.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,1187,0,0,1187,2,0,3,1,6,0,Y,0,21,0,0,0,0,0,Aug,2007,Normal
2259,SC60,7655,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,910,732,0,1642,2,1,3,1,7,1,Y,290,84,0,0,0,0,0,Jul,2007,Normal
2260,SC20,18160,Grvl,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,138.0,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1128,0,0,1128,1,0,3,1,6,1,P,0,108,246,0,0,0,0,Mar,2007,Alloca
2261,SC120,4740,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,0.0,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1179,0,0,1179,2,0,2,1,5,0,Y,0,108,0,0,135,0,0,Oct,2007,Normal
2262,SC120,5118,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1321,0,0,1321,1,0,1,1,4,1,Y,0,64,140,0,0,0,0,Aug,2007,Normal
2263,SC60,12328,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,146.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1164,1377,0,2541,3,1,4,1,10,1,Y,120,32,0,0,0,0,0,Jul,2007,Normal
2264,SC20,51974,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,710.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2338,0,0,2338,2,1,4,1,8,2,Y,0,135,0,0,322,0,0,Jun,2007,Partial
2265,SC190,41600,Pave,IR1,Lvl,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,0.0,TA,TA,CBlock,GasW,TA,Y,SBrkr,1424,0,0,1424,1,1,3,1,7,0,N,144,0,0,0,0,0,0,Nov,2007,Normal
2266,SC120,8035,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,165.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1612,0,0,1612,2,0,2,1,6,1,Y,0,164,0,0,0,0,0,Mar,2007,Normal
2267,SC20,14082,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,945.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,1,1,1,7,1,Y,390,80,0,0,0,0,0,Jan,2007,Normal
2268,SC20,13870,Pave,IR1,HLS,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,250.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2042,0,0,2042,2,0,3,1,8,1,Y,240,52,0,0,174,0,0,Oct,2007,Partial
2269,SC20,10960,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1284,0,0,1284,2,0,3,1,5,0,Y,0,0,192,0,0,0,0,Apr,2007,Abnorml
2270,SC60,12090,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,306.0,Gd,TA,CBlock,GasA,Ex,Y,SBrkr,725,754,0,1479,2,1,3,1,6,1,Y,167,72,0,0,0,0,0,Mar,2007,Normal
2271,SC20,12299,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,67.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1664,0,0,1664,2,0,3,1,7,1,Y,0,0,0,0,0,0,0,Sep,2007,Normal
2272,SC60,11339,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,549.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1085,845,0,1930,2,1,4,1,9,1,Y,192,72,0,0,0,0,0,Mar,2007,Normal
2273,SC20,11850,Pave,Reg,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,98.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1177,0,0,1177,2,0,3,1,6,0,Y,204,103,0,0,0,0,0,Aug,2007,Normal
2274,SC20,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,253.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1353,0,0,1353,2,0,2,1,5,1,Y,240,141,0,0,0,0,0,Aug,2007,Normal
2275,SC20,13001,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,176.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1220,0,0,1220,2,0,2,1,6,1,Y,0,0,249,0,0,0,0,Sep,2007,Normal
2276,SC80,8991,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,130.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1324,0,0,1324,2,0,3,1,5,1,Y,407,36,0,0,0,0,0,Feb,2007,Normal
2277,SC60,8000,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1084,793,0,1877,2,1,4,1,8,1,Y,0,96,0,0,0,0,0,Nov,2007,Normal
2278,SC20,9457,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1422,0,0,1422,1,0,3,1,7,0,Y,252,0,0,0,0,0,0,Sep,2007,Normal
2279,SC20,7920,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,32.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,914,0,0,914,1,0,3,1,5,0,Y,120,0,0,0,0,0,0,Oct,2007,Normal
2280,SC20,17199,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,Ex,Y,SBrkr,914,0,0,914,1,0,2,1,4,0,Y,140,0,0,0,0,0,0,Jul,2007,Normal
2281,SC120,4113,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1337,0,0,1337,2,0,2,1,5,1,Y,136,68,0,0,0,0,0,Jul,2007,Normal
2282,SC120,10943,Pave,IR2,Lvl,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1337,0,0,1337,2,0,2,1,5,1,Y,0,68,0,0,0,0,0,Oct,2007,Normal
2283,SC160,2205,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,567.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,525,567,0,1092,1,1,3,1,6,0,Y,144,0,0,0,0,0,0,Feb,2007,Normal
2284,SC160,2058,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,265.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,672,546,0,1218,1,1,4,1,7,0,Y,0,28,0,0,0,0,0,Dec,2007,Normal
2285,SC120,2304,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1055,0,0,1055,2,0,2,1,4,0,Y,108,32,0,0,0,0,0,Apr,2007,Normal
2286,SC20,7150,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,52.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,988,0,0,988,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Nov,2007,Normal
2287,SC20,12469,Pave,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,378.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1816,0,0,1816,2,0,3,1,7,1,Y,186,36,0,0,0,0,0,Aug,2007,Partial
2288,SC20,11825,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,302.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1694,0,0,1694,2,0,3,1,7,1,Y,0,112,0,0,0,0,0,Jun,2007,Partial
2289,SC20,14333,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2122,0,0,2122,2,1,2,1,7,1,Y,130,142,0,0,0,0,0,Nov,2007,Partial
2290,SC60,13641,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,456.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1943,713,0,2656,2,1,3,1,8,1,Y,268,58,0,0,0,0,0,Dec,2007,Partial
2291,SC60,13440,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,190.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1148,1402,0,2550,2,1,4,1,11,1,Y,120,39,0,0,0,0,0,Mar,2007,Partial
2292,SC20,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,400.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2046,0,0,2046,2,1,2,1,7,2,Y,188,65,0,0,175,0,0,Aug,2007,Normal
2293,SC20,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,456.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2552,0,0,2552,2,0,3,1,8,2,Y,130,28,0,0,0,0,0,Oct,2007,Partial
2294,SC60,13654,Pave,IR1,Lvl,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,365.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1722,1036,0,2758,2,1,4,1,9,1,Y,282,55,0,0,0,0,0,May,2007,Normal
2295,SC20,17169,Pave,IR2,Lvl,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,970.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2290,0,0,2290,2,1,2,1,7,1,Y,192,30,0,0,0,0,0,Aug,2007,Partial
2296,SC60,16659,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1582,570,0,2152,2,1,3,1,7,1,Y,0,368,0,0,0,0,0,Jun,2007,Partial
2297,SC60,9709,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,120.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,958,1142,0,2100,2,1,3,1,8,2,Y,172,104,0,0,0,0,0,Sep,2007,Partial
2298,SC20,13615,Pave,IR1,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,510.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1802,0,0,1802,2,1,3,1,7,1,Y,158,105,0,0,0,0,0,Jun,2007,Normal
2299,SC60,13069,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,502.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1718,1238,0,2956,2,1,5,1,11,1,Y,194,50,0,0,0,0,0,Aug,2007,Normal
2300,SC60,14277,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,280.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1217,1168,0,2385,2,1,3,1,7,1,Y,192,228,0,0,0,0,0,Jan,2007,Normal
2301,SC60,12568,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,246.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,895,923,0,1818,2,1,3,1,8,1,Y,196,104,0,0,0,0,0,Aug,2007,Partial
2302,SC20,9926,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,210.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1614,0,0,1614,2,0,3,1,7,0,Y,100,38,0,0,0,0,0,May,2007,Normal
2303,SC20,9254,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,210.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1721,0,0,1721,2,0,3,1,7,0,Y,168,27,0,0,0,0,0,Jan,2007,Normal
2304,SC60,10732,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1298,530,0,1828,2,1,3,1,7,0,Y,0,40,0,0,0,0,0,Feb,2007,Partial
2305,SC120,3901,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,182.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1302,0,0,1302,1,1,1,1,5,1,Y,110,50,0,0,0,0,0,Aug,2007,Partial
2306,SC120,3903,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,182.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1302,0,0,1302,1,1,1,1,5,1,Y,110,50,0,0,0,0,0,May,2007,Normal
2307,SC120,6289,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,256.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1362,0,0,1362,2,0,2,1,6,1,Y,192,28,0,0,0,0,0,Jun,2007,Normal
2308,SC120,4590,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,108.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1554,0,0,1554,2,0,2,1,6,1,Y,156,73,0,0,0,0,0,May,2007,Normal
2309,SC120,7841,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,394.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1577,0,0,1577,2,0,2,1,6,1,Y,203,39,0,0,0,0,0,May,2007,Normal
2310,SC120,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,176.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1324,0,0,1324,2,0,2,1,6,1,Y,0,38,0,0,0,0,0,Sep,2007,Partial
2311,SC120,3242,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,235.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1405,0,0,1405,2,0,2,1,6,1,Y,136,36,0,0,0,0,0,Mar,2007,Normal
2312,SC60,15810,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,0.0,Gd,TA,CBlock,GasA,Ex,Y,SBrkr,768,728,0,1496,3,0,3,1,7,0,Y,100,0,0,0,0,0,0,May,2007,Partial
2313,SC60,10237,Pave,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,768,768,0,1536,2,1,3,1,6,1,Y,100,38,0,0,0,0,0,Jun,2007,Normal
2314,SC60,13204,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,44.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,608,850,0,1458,2,0,3,1,6,0,Y,100,33,0,0,0,0,0,May,2007,Partial
2315,SC60,8857,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,738,757,0,1495,2,1,3,1,7,1,Y,100,30,0,0,0,0,0,Mar,2007,Partial
2316,SC60,9729,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,698,1048,0,1746,2,1,3,1,6,1,Y,0,34,0,0,0,0,0,Jun,2007,Partial
2317,SC20,12216,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1326,0,0,1326,2,0,3,1,6,0,Y,120,23,0,0,0,0,2000,Jun,2007,Normal
2318,SC60,8229,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,22.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,752,752,0,1504,2,1,3,1,6,0,Y,100,32,0,0,0,0,0,Dec,2007,Partial
2319,SC60,7713,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,16.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,728,728,0,1456,2,1,3,1,7,0,Y,100,24,0,0,0,0,0,Jul,2007,Partial
2320,SC20,7697,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1258,0,0,1258,2,0,3,1,6,0,Y,0,0,0,0,0,0,0,Aug,2007,Partial
